chr17	37026443	37075031
chr1	32739931	32751317
chr13	46701726	46733797
chr4	108984785	109088923
chr13	39918073	40175353
chr5	38481697	38530749
chr1	156084710	156108897
chr11	8246163	8290181
chr11	33880902	33890932
chr3	188123909	188592267
chr12	59266354	59314016
chr2	140990755	142888298
chr19	34663548	34718293
chr19	13210133	13211985
chr22	21336661	21351637
chr16	79628357	79633799
chr20	39316519	39317490
chr11	65270115	65270288
chr18	56338876	56415074
chr11	95712112	96075059
chr15	66679686	66782953
chr19	4090596	4123872
chr17	11924204	12044577
chr5	56152434	56189507
chr3	185146370	185200244
chr22	22123493	22221730
chr14	65543194	65569057
chr3	192516175	192635629
chr12	69202258	69233629
chr1	204494647	204518810
chr1	23956045	23967039
chr3	168802697	168849265
chrX	70338605	70362068
chr11	64571806	64577581
chr7	116339139	116436178
chr3	69985874	70014399
chr22	40807394	40859231
chr3	158289090	158322991
chr3	37035039	37092144
chr19	6213053	6279795
chr10	21823574	22029163
chr1	151039701	151039973
chr9	20346441	20622255
chr6	168227814	168352943
chr17	36861886	36881851
chr22	28146903	28196531
chr7	156798214	156803044
chr1	43803520	43818443
chr2	47630331	47710088
chr2	48010373	48033999
chr17	55334409	55709192
chrX	64887709	64959755
chrX	154290118	154292298
chr1	11167542	11319466
chr1	155158611	155162634
chr19	9060452	9091814
chr3	195474047	195538688
chr1	45794978	45805926
chr6	135502652	135539118
chr8	128750509	128753204
chr1	40366486	40367106
chr2	16082187	16086219
chr3	38180153	38182777
chr16	15802668	15932109
chr22	36678714	36745281
chr15	52605893	52821003
chr11	17741330	17743055
chr12	57483055	57488504
chr12	57106322	57118305
chr13	35516958	36245128
chr8	90947810	90996789
chr3	48711977	48723240
chr2	24881547	24991260
chr8	71025867	71128980
chr10	51579142	51589230
chr17	15935610	16097883
chr12	124809948	124979797
chr8	134251121	134296554
chr17	29422328	29701173
chr22	29999988	30090791
chr20	50007933	50159038
chr2	178095513	178129304
chr9	14088308	14313510
chr10	104155717	104162133
chr6	44226956	44233500
chr14	51192590	51288774
chr14	36986483	36988562
chrX	70510488	70519926
chr9	139390523	139440238
chr1	120457929	120612020
chr5	170814953	170837569
chr9	102590325	102626149
chr1	115251156	115258781
chr8	32406245	32621920
chr5	176562105	176722460
chr10	104849429	104934715
chr16	2089925	2097848
chr1	156830727	156851434
chr15	88420166	88799384
chr11	71714573	71746989
chr9	134001092	134108874
chr11	3697389	3803347
chr15	34638221	34649692
chr10	89118023	89127129
chr10	81463366	81472241
chr21	34399171	34400142
chr9	95177434	95179840
chrX,Y	1584372	1585451
chr8	101716526	101733811
chr11	117023164	117038415
chr16	23614780	23652478
chr2	223065893	223163334
chr9	36840557	37034028
chr1	18958098	19062533
chr2	113976110	114035971
chr3	52582079	52713727
chr1	164529060	164815913
chr2	70314876	70315946
chr8	17793120	17885171
chr9	5522547	5569959
chr1	144852458	144994731
chr22	39621728	39639968
chr4	55124936	55161439
chr5	149495326	149516610
chr17	8044386	8054024
chrX	133511648	133559360
chr4	41747824	41750627
chr11	85670089	85779822
chr3	178916614	178952152
chr3	138374231	138478185
chr5	67522504	67593429
chr6	37138352	37141867
chr8	57078802	57080828
chr20	39766282	39803149
chr15	74287154	74337349
chr2	190656536	190742162
chr7	6013030	6048650
chr19	50902109	50921204
chr12	133201283	133263901
chr15	89859982	89876985
chr3	121151151	121265488
chr7	124464016	124537227
chr11	111224986	111249902
chr6	31132378	31138397
chr3	12393092	12475644
chr12	27786330	27845815
chr17	58677776	58740913
chr19	52693350	52729234
chr9	127911952	127951997
chr1	156737564	156770252
chr6	106536142	106555361
chr1	2985824	3350375
chr1	14042101	14143042
chr8	68864630	69143613
chr10	72357809	72360658
chr19	14203924	14228359
chr17	66511541	66526590
chr16	23847497	24226137
chr12	50024391	50037975
chr1	170633360	170699472
chr9	15471205	15510186
chr9	98209194	98270643
chr10	89624227	89725229
chr20	62160889	62168667
chr12	112856916	112942568
chr4	87556410	87735704
chr12	7060676	7070027
chr12	70915269	71003594
chr1	198608405	198725310
chr6	128291372	128841503
chr20	40709519	41818373
chr5	159505162	159546395
chr6	163836226	163991742
chr17	5185782	5286518
chr7	6414367	6442077
chr8	117859739	117878968
chr14	68290261	69061320
chr3	12626013	12660220
chr9	135973974	135996541
chr2	109336063	109400357
chr4	99182717	99363268
chr17	38487471	38512478
chr13	48878049	49054207
chrX	47006881	47045998
chr1	110882028	110888231
chr8	145736814	145743168
chr2	61108976	61149670
chr10	43572707	43623717
chr2	107021675	107084744
chr1	240939463	241519076
chr3	49397642	49413022
chr4	40245007	40245582
chr16	11439329	11444647
chr17	78313949	78367298
chr17	56432304	56492938
chr3	77089937	77695206
chr6	117609655	117746819
chrX	153626861	153629195
chr1	6246732	6259633
chr1	93297672	93307422
chr3	128339254	128369643
chr8	108913303	109094866
chr6	127440338	127517152
chr16	12070664	12146083
chr21	36164432	36421196
chr8	92972470	93029568
chr1	153430282	153431489
chr20	50400804	50418947
chr7	66453358	66460404
chr20	43955904	43977024
chr5	218471	256535
chr11	61197619	61213543
chr1	17345376	17380514
chr1	161284196	161332223
chr11	111957632	111965694
chr22	19702112	19710007
chrX	118752725	118827068
chr17	75316409	75494740
chr9	131451862	131456943
chr18	42281312	42643663
chr3	47058583	47164616
chr2	198257027	198299723
chr1	35650057	35658650
chr7	37947081	37956139
chr6	134491406	134495945
chr12	111855950	111886106
chr19	4361597	4400365
chr20	1876094	1918214
chr1	2160206	2238204
chr4	25664123	25678371
chr1	205628362	205633784
chr18	45368198	45423127
chr15	67358493	67482874
chr18	48573417	48604837
chr19	11094828	11172492
chr22	24129357	24176367
chr12	50479270	50492783
chr17	38785037	38802054
chrX	53407024	53449549
chr7	128828993	128852292
chr7	127292428	127732110
chr16	11348700	11349335
chr3	181430149	181431102
chr17	19999965	20217378
chr1	16174563	16265922
chr17	47677740	47700172
chr20	36012557	36031782
chr3	9027203	9290635
chr17	74732243	74733242
chr6	36564540	36569766
chr18	23598318	23670533
chr20	60718877	60754264
chrX	48116677	48125822
chrX	52781758	52789480
chrX	48243495	48251411
chr3	136057096	136349740
chrX	123156478	123234447
chr17	40467763	40500534
chr17	40353756	40384145
chr12	57490355	57502061
chr1	47716808	47775991
chr19	1206913	1226646
chr2	37076599	37193606
chr10	104263910	104389912
chr17	30264266	30326022
chr9	93606181	93657882
chr17	34136574	34173949
chr1	47685392	47691560
chr9	108424778	108425104
chr3	176743286	176782765
chr12	115109646	115121005
chr8	54882848	54897048
chr15	57212112	57574785
chr19	1611706	1650247
chr10	114710516	114925731
chr14	96178092	96180403
chr4	48139433	48230631
chr5	1253843	1295104
chr10	70332096	70451571
chr4	106155100	106197676
chrX	48887669	48900752
chr6	41652337	41658951
chr3	100432530	100467375
chr19	54610357	54618649
chr3	195778813	195803970
chr3	30648376	30733091
chr1	36748165	36769618
chr10	102891299	102896670
chr5	170736370	170738603
chr2	96919546	96931119
chr21	42838069	42870060
chr9	117783436	117853297
chr6	138192365	138202456
chr1	2488104	2494712
chr16	12059182	12061704
chr20	39657708	39751937
chr17	7572927	7579912
chr3	189349305	189612291
chr1	154130115	154155595
chr19	16187376	16212156
chr1	186283103	186344160
chr16	2213922	2226575
chr7	138145294	138269696
chr6	28871847	28891409
chr1	114940270	115053697
chr14	92436017	92506029
chr7	98478774	98609978
chr9	135771622	135804259
chr16	2098617	2138611
chr14	81422025	81610697
chr21	44513212	44527604
chr8	103266530	103424462
chr17	5033663	5051892
chr15	50731271	50791285
chr19	6772819	6857118
chr3	10183532	10191649
chr10	114207132	114575142
chrX	48542243	48549553
chr4	1902382	1980636
chr8	38175474	38205689
chr12	65445129	65514971
chr9	95947254	96080309
chr8	30915964	31030618
chr11	32410604	32456687
chr3	149238592	149375093
chr9	100437721	100459574
chr3	14187441	14220068
chr2	61705955	61761032
chr17	1248741	1303404
chr11	113934023	114121277
chr12	122958044	122985387
chr10	31608164	31816192
chr16	72821063	72994044
chrX	70460766	70473105
chr13	20567213	20660154
chr22	31722877	31741588
chr19	54072631	54081206
chr12	6776880	6788686
chr19	21688574	21720880
chr7	57187547	57200031
chr18	22642676	22930910
chr22	29383064	29449610
chrX	15808619	15841365
